name,cname
"Hadrian's Wall, associated features & a Romano-British settlement between the road to Steel Rigg car park & the road through Caw Gap in wall miles 39",United Kingdom
"The vallum between the road to Steel Rigg car park and the road in Caw Gap in wall miles 39, 40 and 41",United Kingdom
Hadrian's Wall and vallum between the road to Caw Gap and the Caw Burn in wall miles 41 and 42,United Kingdom
Hadrian's Wall between Walltown Quarry East and Walltown Quarry West in wall mile 45,United Kingdom
"The vallum between Cockmount Hill and Walltown Quarry West in wall miles 43, 44 and 45",United Kingdom
"Hadrian's Wall and vallum between Baron's Dike and Birky Lane at Walby, in wall miles 60, 61 and 62.",United Kingdom
Hadrian's Wall and vallum between Birky Lane at Walby and the east side of the M6 in wall miles 62 and 63,United Kingdom
Brown Moor Roman temporary camp,United Kingdom
Hadrian's Wall between Eden Vale house and the Cam Beck in wall mile 56,United Kingdom
Hadrian's Wall between the Cam Beck and Newtown Farm in wall miles 56 and 57,United Kingdom
The vallum between the field boundary south east of Heads Wood and the A6071 road in wall mile 57,United Kingdom
"Hadrian's Wall & vallum from A6071 to The Cottage in the case of the Wall, & to the road to Oldwall, for the vallum, in wall miles 57, 58 & 59",United Kingdom
Hadrian's Wall between the road to Laversdale at Oldwall and Baron's Dike in wall miles 59 and 60,United Kingdom
The vallum between the road to Laversdale at Oldwall and Baron's Dike in wall miles 59 and 60,United Kingdom
Carvoran Roman fort and Hadrian's Wall and vallum between the unclassified road to Old Shield & the field boundary west of the fort in wall miles 45 &,United Kingdom
Hadrian's Wall and vallum between the field boundary west of Carvoran Roman fort and the west side of the B6318 road in wall mile 46,United Kingdom
"Hadrian's Wall, vallum, section of the Stanegate Roman road and a Roman temporary camp between the B6318 road and Poltross Burn in wall miles 46 and 4",United Kingdom
Hadrian's Wall and vallum between the field boundaries east of milecastle 50 and the boundary west of Coombe Crag in wall miles 50 and 51,United Kingdom
"Hadrian's Wall and vallum between Banks Green Cottage and the road to Lanercost at Banks and the road to Garthside in wall miles 52, 53 and 54",United Kingdom
Ravenglass Roman fort,United Kingdom
Beaumont motte castle and section of Hadrian's Wall in wall mile 70 including turret 70a,United Kingdom
Roman signal station on Mains Rigg,United Kingdom
"Eight Roman inscriptions in the Roman quarry in Combcrag Wood, 350m south of Hadrian's Wall",United Kingdom
Written Rock of Gelt: Roman quarry inscriptions,United Kingdom
Boothby Roman fort,United Kingdom
Brampton Old Church Roman fort and the medieval Church of St Martin,United Kingdom
Hadrian's Wall vallum between the dismantled railway north of Knockupworth Cottage and the dismantled railway south of Boomby Gill in wall mile 67,United Kingdom
Hadrian's Wall vallum between the dismantled railway south of Boomby Gill and the field boundary south east of Mill Beck in wall mile 68,United Kingdom
"Hadrian's Wall between Grinsdale and the field boundary south of the site of St Andrew's Church, Kirkandrews on Eden in wall miles 68 and 69",United Kingdom
Hadrian's Wall vallum between Mill Beck and the field boundary east of Kirkandrews Farm in wall mile 69,United Kingdom
Hadrian's Wall between the field boundary to the south of the site of St Andrew's Church and Eden Bank at Beaumont in wall miles 69 and 70,United Kingdom
Hadrian's Wall vallum between the dismantled railway west of Kirkandrews Farm & the dismantled railway south east of Burgh by Sands in wall miles 70 &,United Kingdom
Hadrian's Wall between Fulwood House at Burgh by Sands and Burgh Marsh in wall miles 72 and 73,United Kingdom
Drumburgh Roman fort and Hadrian's Wall between Burgh Marsh and Westfield House in wall miles 76 and 77,United Kingdom
Hadrian's Wall vallum between the watercourse 400m south east of Glasson and the access road to Glendale caravan park in wall miles 76 and 77,United Kingdom
Hadrian's Wall and vallum between the access road to Glendale caravan park and the track south of Kirkland House in wall miles 77 and 78,United Kingdom
The Roman fort and associated civil settlement and a medieval tower house at Bowness on Solway at the west end of Hadrian's Wall in wall mile 80,United Kingdom
"Silloth Golf Course tower 12a, 670m WNW of Blitterlees Farm, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Rise How tower 25a, part of the Roman frontier defences along the Cumbrian coast including remains of prehistoric burial mound and early medieval kil",United Kingdom
"Dubmill Point milefortlet 17, 560m WNW of Hill House, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Brownrigg milefortlet 22, 800m north east of the Cemetery Chapel, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Wolsty North tower 13a, 500m south west of Wolsty Farm, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Wolsty South tower 13b, 200m WNW of New House, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Bank Mill tower 15a, 250m north west of Belmont House, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Mawbray Sandpit tower 16b, 680m WSW of Hailforth, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Swarthy Hill North tower 20b, 460m south west of Blue Dial, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Brownrigg North tower 21b, 830m north west of Canonby Hall, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Maryport Golf Course tower 22a, 350m north of the Cemetery Chapel, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Vindolanda (Chesterholm) Roman forts, civil settlement and cemeteries, adjacent length of the Stanegate Roman road and two milestones",United Kingdom
"Low Mire (milefortlet 20) 50m north of Heather Bank, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Sea Brows (milefortlet 23), 500m south west of Bank End part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Blitterlees (milefortlet 12), part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Herd Hill North (tower 3b), 175m north east of the sheep wash, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Pasture House (milefortlet 3), part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Herd Hill (milefortlet 4) and associated parallel banks and ditches, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Campfield (tower 2b) & associated parallel ditches & Roman road, 350m south west of Campfield Farm part of Roman frontier defences along Cumbrian coas",United Kingdom
"Biglands House (milefortlet 1) and associated parallel ditches, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Palisade ditches, part of Roman frontier defences along Cumbrian coast, Roman camp & road & part of Romano-British field system,250m north of Silloth",United Kingdom
"Swarthy Hill milefortlet 21, 80m south of the Saltpans, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Maryport (Alavna) Roman fort, part of the Roman frontier defences along the Cumbrian coast, its associated vicus and a length of Roman road",United Kingdom
"Bewcastle Roman fort, high cross shaft in St Cuthbert's churchyard, and Bew Castle medieval shell keep castle",United Kingdom
"Hadrian's Wall between Apple Garth, Westfield, and the dismantled railway in wall mile 77",United Kingdom
Hadrian's Wall between the dismantled railway and the access road to Glendale caravan park in wall mile 77,United Kingdom
Burnhead Roman temporary camp,United Kingdom
Twice Brewed Roman temporary camp,United Kingdom
Hadrian's Wall between Port Carlisle and Bowness-on-Solway in wall miles 78 & 79,United Kingdom
Hadrian's Wall vallum between the track south of Kirkland House and Bowness-on-Solway in wall miles 78 & 79,United Kingdom
"Cardurnock (tower 4b) and earlier ditch system and patrol road, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Hadrian's Wall north of Kirkland House, Port Carlisle in wall mile 78",United Kingdom
Knockcross Roman temporary camp at Grey Havens,United Kingdom
"Hadrian's Wall and vallum between the B6321 and Sunnybrae at Halton Shields, in wall miles 18 and 19",United Kingdom
"Hadrian's Wall between the track to Cockmount Hill and Walltown Quarry East in wall miles 43, 44 and 45",United Kingdom
Limestone Corner Roman temporary camp,United Kingdom
Hadrian's Wall between the M6 motorway and the property boundaries to the east of Houghton Road in wall mile 64,United Kingdom
Hadrian's Wall vallum between the M6 motorway and Drawdykes Castle in wall mile 64,United Kingdom
Hadrian's Wall vallum between Drawdykes Castle and Whiteclosegate in wall mile 64,United Kingdom
Hadrian's Wall between Houghton Road and Tarraby in wall mile 64,United Kingdom
"Roman quarry inscription on Queen's Crags, 680m south east of East Hotbank",United Kingdom
"Stone circle, defended settlement, Romano-British farmstead & field system, Roman camp & group of shielings immediately south of Greenlee Lough",United Kingdom
"Maiden Way Roman road from B6318 to 450m SW of High House, Gillalees Beacon signal station and Beacon Pasture early post-medieval dispersed settlement",United Kingdom
"Hadrian's Wall vallum between West End, Burgh By Sands and the track to Dykesfield in wall miles 72 and 73",United Kingdom
Hadrian's Wall between the east end of Davidson's Banks & road to Grinsdale & vallum between Davidson's Banks & dismantled railway in wall miles 67 &,United Kingdom
"Burgh by Sands Roman fort, Beaumont camp, Burgh Castle & Hadrian's Wall from boundary west of churchyard, Beaumont to Burgh Head in wall miles 70 and",United Kingdom
"Hadrian's Wall vallum between east side of road at Burgh Head, & boundary south of Ash Tree Square, Burgh-by-Sands in wall miles 71 & 72",United Kingdom
"Nether Denton Roman fort, associated vicus and length of Stanegate Roman road",United Kingdom
Defended settlement and Roman signal station 410m south of West Crindledikes,United Kingdom
"Hadrian's Wall and vallum between St Oswald's Cottages, east of Brunton Gate and the North Tyne in wall miles 25, 26 and 27",United Kingdom
"Housesteads fort, section of Wall & vallum between the field boundary west of milecastle 36 & the field boundary west of turret 37a in wall miles 36 &",United Kingdom
"Kirkbride Roman fort, part of associated vicus and length of Roman road around, 370m south east of Whitrigg Bridge",United Kingdom
"Roman fort, Anglo-Saxon cemetery, motte and bailey castle and tower keep castle",United Kingdom
St. George's historic town,United Kingdom
Fort George,United Kingdom
Stonehenge and Associated Monuments,United Kingdom
Avebury and Associated Monuments,United Kingdom
"Orcombe Rocks to Chit Rocks, Sidmouth",United Kingdom
"River Sid, Sidmouth to Seaton Hole",United Kingdom
"River Axe, Axmouth to The Cobb, Lyme Regis",United Kingdom
Lyme Regis to West Bay,United Kingdom
"Chesil, the Fleet and Portland Coast",United Kingdom
Portland Harbour Shore,United Kingdom
Bowleaze Cove to Peveril Point,United Kingdom
New Swanage to Studland Bay,United Kingdom
New Lanark,United Kingdom
St Agnes Mining District,United Kingdom
St George and Related Fortifications,United Kingdom
Skara Brae,United Kingdom
Castles and Town Walls of King Edward in Gwynedd,United Kingdom
Saltaire,United Kingdom
St Martin's Church,United Kingdom
Fort St. Catherine,United Kingdom
Inaccessible Island,United Kingdom
